entidad,campo,problema,valor_legacy
seminario:23912,imagen,Thumbnail legacy requiere resolución de media separada.,16341
seminario:23913,imagen,Thumbnail legacy requiere resolución de media separada.,16436
seminario:23914,imagen,Thumbnail legacy requiere resolución de media separada.,19352
seminario:23915,imagen,Thumbnail legacy requiere resolución de media separada.,12068
seminario:23916,imagen,Thumbnail legacy requiere resolución de media separada.,10445
seminario:23917,imagen,Thumbnail legacy requiere resolución de media separada.,12126
seminario:23918,imagen,Thumbnail legacy requiere resolución de media separada.,19350
seminario:23919,imagen,Thumbnail legacy requiere resolución de media separada.,12135
seminario:23920,imagen,Thumbnail legacy requiere resolución de media separada.,15784
seminario:23921,imagen,Thumbnail legacy requiere resolución de media separada.,13953
seminario:23922,imagen,Thumbnail legacy requiere resolución de media separada.,24224
seminario:23923,imagen,Thumbnail legacy requiere resolución de media separada.,16618
seminario:23924,imagen,Thumbnail legacy requiere resolución de media separada.,13952
seminario:23925,imagen,Thumbnail legacy requiere resolución de media separada.,14921
seminario:23926,imagen,Thumbnail legacy requiere resolución de media separada.,12167
seminario:23927,imagen,Thumbnail legacy requiere resolución de media separada.,12163
seminario:24299,imagen,Thumbnail legacy requiere resolución de media separada.,25670
seminario:24432,imagen,Thumbnail legacy requiere resolución de media separada.,25797
seminario:25623,imagen,Thumbnail legacy requiere resolución de media separada.,25695
seminario:25624,imagen,Thumbnail legacy requiere resolución de media separada.,25694
seminario:25625,imagen,Thumbnail legacy requiere resolución de media separada.,25798
seminario:25716,imagen,Thumbnail legacy requiere resolución de media separada.,25795
seminario:25717,imagen,Thumbnail legacy requiere resolución de media separada.,25796
seminario:25892,imagen,Thumbnail legacy requiere resolución de media separada.,26155
seminario:25893,imagen,Thumbnail legacy requiere resolución de media separada.,26156
seminario:25894,imagen,Thumbnail legacy requiere resolución de media separada.,26154
seminario:25895,imagen,Thumbnail legacy requiere resolución de media separada.,26153
seminario:25896,imagen,Thumbnail legacy requiere resolución de media separada.,26152
seminario:26284,imagen,Thumbnail legacy requiere resolución de media separada.,26294
seminario:26285,imagen,Thumbnail legacy requiere resolución de media separada.,26293
seminario:27212,imagen,Thumbnail legacy requiere resolución de media separada.,27211
seminario:27240,programa_academico_id,El seminario legacy no tiene agrupación area_tematica; requiere asignación manual a ProgramaAcademico.,
cohorte:24160,preinscripcion,Booleano legacy no se migra; deben definirse URL y ventana temporal final.,1
cohorte:24161,numero,No se pudo obtener ordinal de cohorte con seguridad.,Cohorte 2027
cohorte:24161,preinscripcion,Booleano legacy no se migra; deben definirse URL y ventana temporal final.,1
cohorte:24162,preinscripcion,Booleano legacy no se migra; deben definirse URL y ventana temporal final.,1
cohorte:24163,preinscripcion,Booleano legacy no se migra; deben definirse URL y ventana temporal final.,0
cohorte:24164,preinscripcion,Booleano legacy no se migra; deben definirse URL y ventana temporal final.,0
cohorte:24165,preinscripcion,Booleano legacy no se migra; deben definirse URL y ventana temporal final.,0
cohorte:24166,preinscripcion,Booleano legacy no se migra; deben definirse URL y ventana temporal final.,0
cohorte:24167,preinscripcion,Booleano legacy no se migra; deben definirse URL y ventana temporal final.,0
cohorte:24168,preinscripcion,Booleano legacy no se migra; deben definirse URL y ventana temporal final.,0
cohorte:24169,preinscripcion,Booleano legacy no se migra; deben definirse URL y ventana temporal final.,1
cohorte:24170,preinscripcion,Booleano legacy no se migra; deben definirse URL y ventana temporal final.,1
cohorte:24171,preinscripcion,Booleano legacy no se migra; deben definirse URL y ventana temporal final.,1
cohorte:24172,preinscripcion,Booleano legacy no se migra; deben definirse URL y ventana temporal final.,1
cohorte:24173,preinscripcion,Booleano legacy no se migra; deben definirse URL y ventana temporal final.,1
cohorte:24174,preinscripcion,Booleano legacy no se migra; deben definirse URL y ventana temporal final.,1
cohorte:26595,preinscripcion,Booleano legacy no se migra; deben definirse URL y ventana temporal final.,1
edicion:23822,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""9000"", ""uyu_descuento"": ""7650"", ""usd"": ""260"", ""usd_descuento"": ""220""}"
edicion:23828,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""9000"", ""uyu_descuento"": ""7650"", ""usd"": ""260"", ""usd_descuento"": ""220""}"
edicion:23895,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""9000"", ""uyu_descuento"": ""7650"", ""usd"": ""260"", ""usd_descuento"": ""220""}"
edicion:23897,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""8000"", ""uyu_descuento"": ""6800"", ""usd"": ""200"", ""usd_descuento"": ""170""}"
edicion:23898,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""9000"", ""uyu_descuento"": ""7650"", ""usd"": ""260"", ""usd_descuento"": ""220""}"
edicion:23899,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""8000"", ""uyu_descuento"": ""6800"", ""usd"": ""200"", ""usd_descuento"": ""170""}"
edicion:23900,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""9000"", ""uyu_descuento"": ""7650"", ""usd"": ""260"", ""usd_descuento"": ""220""}"
edicion:23901,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""9000"", ""uyu_descuento"": ""7650"", ""usd"": ""260"", ""usd_descuento"": ""220""}"
edicion:23902,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""5600"", ""uyu_descuento"": ""4750"", ""usd"": ""120"", ""usd_descuento"": ""100""}"
edicion:23903,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""9000"", ""uyu_descuento"": ""7650"", ""usd"": ""260"", ""usd_descuento"": ""220""}"
edicion:23904,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""3400"", ""uyu_descuento"": ""2900"", ""usd"": ""85"", ""usd_descuento"": ""75""}"
edicion:23905,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""9000"", ""uyu_descuento"": ""7650"", ""usd"": ""260"", ""usd_descuento"": ""220""}"
edicion:23906,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""9000"", ""uyu_descuento"": ""7650"", ""usd"": ""260"", ""usd_descuento"": ""220""}"
edicion:23907,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""9000"", ""uyu_descuento"": ""7650"", ""usd"": ""260"", ""usd_descuento"": ""220""}"
edicion:23908,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""8000"", ""uyu_descuento"": ""6800"", ""usd"": ""200"", ""usd_descuento"": ""170""}"
edicion:23909,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""9000"", ""uyu_descuento"": ""7650"", ""usd"": ""260"", ""usd_descuento"": ""220""}"
edicion:23910,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""8000"", ""uyu_descuento"": ""6800"", ""usd"": ""200"", ""usd_descuento"": ""170""}"
edicion:23912,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""9000"", ""uyu_descuento"": ""7650"", ""usd"": ""260"", ""usd_descuento"": ""220""}"
edicion:23913,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""8000"", ""uyu_descuento"": ""6800"", ""usd"": ""200"", ""usd_descuento"": ""170""}"
edicion:23914,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""8000"", ""uyu_descuento"": ""6800"", ""usd"": ""200"", ""usd_descuento"": ""170""}"
edicion:23915,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""8000"", ""uyu_descuento"": ""6800"", ""usd"": ""200"", ""usd_descuento"": ""170""}"
edicion:23916,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""9000"", ""uyu_descuento"": ""7650"", ""usd"": ""260"", ""usd_descuento"": ""220""}"
edicion:23917,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""8000"", ""uyu_descuento"": ""6800"", ""usd"": ""200"", ""usd_descuento"": ""170""}"
edicion:23918,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""8000"", ""uyu_descuento"": ""6800"", ""usd"": ""200"", ""usd_descuento"": ""170""}"
edicion:23919,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""8000"", ""uyu_descuento"": ""6800"", ""usd"": ""200"", ""usd_descuento"": ""170""}"
edicion:23920,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""8000"", ""uyu_descuento"": ""6800"", ""usd"": ""200"", ""usd_descuento"": ""170""}"
edicion:23921,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""8000"", ""uyu_descuento"": ""6800"", ""usd"": ""200"", ""usd_descuento"": ""170""}"
edicion:23922,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""8000"", ""uyu_descuento"": ""6800"", ""usd"": ""200"", ""usd_descuento"": ""170""}"
edicion:23923,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""8000"", ""uyu_descuento"": ""6800"", ""usd"": ""200"", ""usd_descuento"": ""170""}"
edicion:23924,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""8000"", ""uyu_descuento"": ""6800"", ""usd"": ""200"", ""usd_descuento"": ""170""}"
edicion:23925,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""9000"", ""uyu_descuento"": ""7650"", ""usd"": ""260"", ""usd_descuento"": ""220""}"
edicion:23926,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""8000"", ""uyu_descuento"": ""6800"", ""usd"": ""200"", ""usd_descuento"": ""170""}"
edicion:23927,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""8000"", ""uyu_descuento"": ""6800"", ""usd"": ""200"", ""usd_descuento"": ""170""}"
edicion:24299,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""5600"", ""uyu_descuento"": ""4750"", ""usd"": ""120"", ""usd_descuento"": ""100""}"
edicion:24432,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""5600"", ""uyu_descuento"": ""4750"", ""usd"": ""120"", ""usd_descuento"": ""100""}"
edicion:25623,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""3400"", ""uyu_descuento"": ""2900"", ""usd"": ""85"", ""usd_descuento"": ""75""}"
edicion:25624,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""5600"", ""uyu_descuento"": ""4750"", ""usd"": ""120"", ""usd_descuento"": ""100""}"
edicion:25625,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""5600"", ""uyu_descuento"": ""4750"", ""usd"": ""120"", ""usd_descuento"": ""100""}"
edicion:25716,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""9000"", ""uyu_descuento"": ""7650"", ""usd"": ""260"", ""usd_descuento"": ""220""}"
edicion:25717,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""9000"", ""uyu_descuento"": ""7650"", ""usd"": ""260"", ""usd_descuento"": ""220""}"
edicion:25892,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""9000"", ""uyu_descuento"": ""7650"", ""usd"": ""260"", ""usd_descuento"": ""220""}"
edicion:25893,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""9000"", ""uyu_descuento"": ""7650"", ""usd"": ""260"", ""usd_descuento"": ""220""}"
edicion:25894,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""9000"", ""uyu_descuento"": ""7650"", ""usd"": ""260"", ""usd_descuento"": ""220""}"
edicion:25895,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""9000"", ""uyu_descuento"": ""7650"", ""usd"": ""260"", ""usd_descuento"": ""220""}"
edicion:25896,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""8000"", ""uyu_descuento"": ""6800"", ""usd"": ""200"", ""usd_descuento"": ""170""}"
edicion:26284,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""9000"", ""uyu_descuento"": ""7650"", ""usd"": ""260"", ""usd_descuento"": ""220""}"
edicion:26285,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""5600"", ""uyu_descuento"": ""4750"", ""usd"": ""120"", ""usd_descuento"": ""100""}"
edicion:27212,fecha_inicio/estado/anio,Datos temporales insuficientes para generar edición válida.,
edicion:27212,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""11000"", ""uyu_descuento"": """", ""usd"": ""320"", ""usd_descuento"": """"}"
edicion:27240,fecha_inicio/estado/anio,Datos temporales insuficientes para generar edición válida.,
edicion:27242,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""5600"", ""uyu_descuento"": ""4750"", ""usd"": ""120"", ""usd_descuento"": ""100""}"
edicion:27245,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""5600"", ""uyu_descuento"": ""4750"", ""usd"": ""120"", ""usd_descuento"": ""100""}"
edicion:27254,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""5600"", ""uyu_descuento"": ""4750"", ""usd"": ""120"", ""usd_descuento"": ""100""}"
edicion:27256,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""3400"", ""uyu_descuento"": ""2900"", ""usd"": ""85"", ""usd_descuento"": ""75""}"
edicion:27258,tabla_precio_id,Precios legacy están embebidos; crear/matchear TablaPrecio antes de insertar la edición.,"{""uyu"": ""3400"", ""uyu_descuento"": ""2900"", ""usd"": ""85"", ""usd_descuento"": ""75""}"
edicion:27212,ediciones_componentes,No se asignó automáticamente una edición concreta del componente; requiere validación temporal.,componente legacy 23913
edicion:27212,ediciones_componentes,No se asignó automáticamente una edición concreta del componente; requiere validación temporal.,componente legacy 23918
