legacy_id,titulo,modalidad_html,modalidad_resumen,duracion_html,duracion_meses,objetivos_html,perfil_ingreso_html,requisitos_ingreso_html,perfil_egreso_html,titulos_certificaciones_html,requisitos_egreso_html,financiacion_html,carta_presentacion_html
24160,"Maestría en Educación, Innovación y Tecnologías","<span style=""font-size: 15.2px"">La Maestría tiene un formato de cursada que combina actividades asincrónicas en plataforma con encuentros sincrónicos virtuales. En el caso de los seminarios metodológicos, se podrá optar por asistir en forma presencial o participar por videoconferencia. La cursada virtual se realiza enteramente a través de nuestro campus educativo</span>",,"<!-- wp:paragraph -->
<p>Se desarrolla en 24 meses y se necesitan 58 créditos académicos.</p>
<!-- /wp:paragraph -->",24,"<!-- wp:list -->
<ul class=""wp-block-list""><!-- wp:list-item -->
<li>Desarrollar las capacidades para el uso de la información, el análisis y la interpretación de las principales demandas en educación, innovación y tecnologías.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Promover la reflexión de y en las prácticas educativas, a propósito del impacto que conlleva la inclusión de las TIC en la educación, la ubicuidad de las tecnologías digitales y la cultura de la participación.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Favorecer la comprensión del proceso de diseño y desarrollo de las prácticas de enseñanza y de aprendizaje hacia el empleo asertivo de tecnologías en los procesos educativos.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Desarrollar capacidades para el diseño de trayectos formativos innovadores que integren nuevas habilidades desde educación infantil, y reconozcan la diversidad de situaciones que desafían los modelos pedagógicos e institucionales existentes.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Promover la investigación y generación de conocimiento sobre las tecnologías en la educación.</li>
<!-- /wp:list-item --></ul>
<!-- /wp:list -->","<!-- wp:paragraph -->
<p>El programa de maestría está dirigido a profesionales con titulación de grado (4 años o más), que hayan egresado de las carreras de formación docente o de carreras universitarias, que se interesen por el campo de la educación, la innovación y la incorporación de TIC en los procesos de enseñanza. El programa es adecuado para personas jóvenes recientemente graduadas así como para profesionales con experiencia que aspiren a desarrollar o ampliar sus competencias y habilidades en la investigación y la enseñanza.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Las personas postulantes deberán tener habilidades básicas para el trabajo académico, profesional y el trabajo en equipo. Deberán conocer las reglas de la escritura académica y contar con habilidades digitales para realizar una cursada en línea.</p>
<!-- /wp:paragraph -->","<!-- wp:paragraph -->
<p>Para ser admitidas en la Maestría, las personas aspirantes deberán cumplir con los siguientes requisitos:</p>
<!-- /wp:paragraph -->

<!-- wp:list {""ordered"":true} -->
<ol class=""wp-block-list""><!-- wp:list-item -->
<li>Completar el formulario de inscripción.&nbsp;</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Acreditar estudios universitarios y/o terciarios no universitarios de 4 años o más de duración con copia legalizada por las oficinas competentes.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Presentar:<!-- wp:list -->
<ul class=""wp-block-list""><!-- wp:list-item -->
<li>Documento de identidad vigente.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Currículum Vitae.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Carta de motivación que exprese las expectativas.</li>
<!-- /wp:list-item --></ul>
<!-- /wp:list --></li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Contar con capacidad para comprender textos en inglés y/o en otra lengua extranjera.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Asistir a una entrevista de admisión con la coordinación académica.</li>
<!-- /wp:list-item --></ol>
<!-- /wp:list -->

<!-- wp:heading {""level"":3} -->
<h3 class=""wp-block-heading"">Proceso de admisión al Programa</h3>
<!-- /wp:heading -->

<!-- wp:list -->
<ul class=""wp-block-list""><!-- wp:list-item -->
<li>La admisión al Programa estará sujeta a los cupos disponibles en cada cohorte. La Coordinación Académica y Ejecutiva serán responsables de la confección de un listado de aspirantes que permita su selección de acuerdo a los méritos presentados.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>La admisión se realiza en base a una orden de mérito que toma en consideración los antecedentes (académicos y/o profesionales) de la persona aspirante.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Una vez realizado este proceso, se darán a conocer los resultados de la selección. La Asistente Académica de la Maestría comunicará por correo electrónico a cada aspirante los resultados de la selección.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Las personas admitidas tendrán un plazo de 72 hs. para notificar la aceptación de las condiciones de admisión.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>El pago de la primera cuota funcionará a modo de matrícula con el fin de asegurar el cupo.</li>
<!-- /wp:list-item --></ul>
<!-- /wp:list -->","<!-- wp:paragraph -->
<p>Quien obtenga el título de Magíster en Educación, Innovación y Tecnologías, con mención en Inclusión de las tecnologías en el aula será capaz de:</p>
<!-- /wp:paragraph -->

<!-- wp:list -->
<ul class=""wp-block-list""><!-- wp:list-item -->
<li>Llevar adelante el diseño y desarrollo de programas y proyectos de inclusión de tecnologías en el aula, con una impronta basada en evidencias.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Utilizar la información, el análisis y la interpretación de las demandas en educación, innovación y tecnologías.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Promover la reflexión en el aula y sobre sus propias prácticas.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Investigar y generar nuevo conocimiento sobre el uso de las tecnologías en la educación.</li>
<!-- /wp:list-item --></ul>
<!-- /wp:list -->

<!-- wp:paragraph -->
<p>Quien obtenga el título de Magíster en Educación, Innovación y Tecnologías, con mención en Educación en línea será capaz de:</p>
<!-- /wp:paragraph -->

<!-- wp:list -->
<ul class=""wp-block-list""><!-- wp:list-item -->
<li>Llevar adelante el diseño y desarrollo de programas y proyectos de educación en línea e híbrida, con una impronta basada en evidencias.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Utilizar la información, el análisis y la interpretación de las demandas en educación, innovación y tecnologías.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Promover la reflexión en el aula y sobre sus propias prácticas.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Investigar y generar nuevo conocimiento sobre el uso de las tecnologías en la educación.</li>
<!-- /wp:list-item --></ul>
<!-- /wp:list -->","<!-- wp:paragraph -->
<p>Quienes egresan de la Maestría reciben uno de los siguientes títulos:</p>
<!-- /wp:paragraph -->

<!-- wp:list -->
<ul class=""wp-block-list""><!-- wp:list-item -->
<li>Magíster en Educación, Innovación y Tecnologías, con mención en Inclusión de las tecnologías en el aula.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Magíster en Educación, Innovación y Tecnologías, con mención en Educación en línea.</li>
<!-- /wp:list-item --></ul>
<!-- /wp:list -->",,"<p style=""font-family: Roboto, sans-serif;font-size: 16.96px"">FLACSO ofrece financiación flexible, el monto de las cuotas puede variar dependiendo de las promociones que haya aprovechado, o el plan de pagos que se coordine con la Institución. Todos los posgrados pueden abonarse en cuotas, siguiendo un plan mensual de pagos que acompañan la cursada. No obstante, es posible extender los planes de pago en forma flexible, con valores de cuota a su alcance.</p><p style=""font-family: Roboto, sans-serif;font-size: 16.96px"">Quienes cursen desde fuera de Uruguay pueden pagar de forma segura a través de la plataforma de pago de la institución, mientras las personas que cursan en el país, disponen de otras vías para pagar.</p><p style=""margin-bottom: 0px;font-family: Roboto, sans-serif;font-size: 16.96px"">Las becas para cursar en FLACSO Uruguay están sujetas a convenios inter institucionales y son limitadas por cohorte. Para obtener más información sobre las posibles becas disponibles puede comunicarse con la asistente académica.</p>",
24161,"Maestría en Educación, Sociedad y Política","<!-- wp:paragraph -->

Semipresencial.

<!-- /wp:paragraph -->",,"<!-- wp:paragraph -->

Se desarrollará en un total de 24 meses e implica 58 créditos académicos.

<!-- /wp:paragraph -->",24,"<!-- wp:heading -->
<h3 class=""wp-block-heading"">Objetivo estratégico</h3>
<!-- /wp:heading -->

<!-- wp:paragraph -->

Fomentar el fortalecimiento y la profesionalización del campo de intersección entre educación, sociedad y política, desde los diagnósticos con base en evidencias, la investigación y la producción de conocimientos.

<!-- /wp:paragraph -->

<!-- wp:heading -->
<h3 class=""wp-block-heading"">Objetivo general</h3>
<!-- /wp:heading -->

<!-- wp:paragraph -->

Formar profesionales que logren formular y analizar problemas del ámbito educativo, comprender sus distintas aristas y construir alternativas que contribuyan a su solución.

<!-- /wp:paragraph -->

<!-- wp:heading -->
<h3 class=""wp-block-heading"">Objetivos específicos</h3>
<!-- /wp:heading -->

<!-- wp:list -->
<ul class=""wp-block-list"">
 	<li style=""list-style-type: none"">
<ul class=""wp-block-list""><!-- wp:list-item -->
 	<li>Formar profesionales de alto nivel en Educación, Sociedad y Política con capacidad y autonomía para el diseño y desarrollo de políticas, programas y proyectos en las áreas de gestión y sistemas de enseñanza, que sean actores clave en la promoción y el efectivo ejercicio del derecho a la educación.</li>
</ul>
</li>
</ul>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<ul class=""wp-block-list"">
 	<li style=""list-style-type: none"">
<ul class=""wp-block-list"">
 	<li>Desarrollar las capacidades para el uso de la información, el análisis y la interpretación de las principales demandas en educación.</li>
</ul>
</li>
</ul>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<ul class=""wp-block-list"">
 	<li style=""list-style-type: none"">
<ul class=""wp-block-list"">
 	<li>Impulsar la construcción de perspectivas propias para la formulación de propuestas de mejora en las diferentes áreas del quehacer pedagógico.</li>
</ul>
</li>
</ul>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<ul class=""wp-block-list"">
 	<li style=""list-style-type: none"">
<ul class=""wp-block-list"">
 	<li>Ampliar las capacidades para el diseño de trayectos formativos que reconozcan la diversidad de situaciones que desafíen los modelos pedagógicos e institucionales existentes.</li>
</ul>
</li>
</ul>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<ul class=""wp-block-list"">
 	<li style=""list-style-type: none"">
<ul class=""wp-block-list"">
 	<li>Promover la investigación como práctica de producción de conocimientos para la estructuración de problemas y el diseño de soluciones.</li>
</ul>
</li>
</ul>
<!-- /wp:list-item -->

<!-- /wp:list -->","<!-- wp:paragraph -->

El programa de maestría está dirigido a profesionales con titulación: personas egresadas de las carreras de formación docente, con título de grado universitario o terciario de cuatro años o más, que se interesen por el campo de la educación, la gestión y los sistemas de enseñanza. El programa es adecuado tanto para personas jóvenes recientemente graduadas como para profesionales con experiencia que aspiren a desarrollar o ampliar sus competencias y habilidades en la investigación, la gestión en el campo de la educación y la enseñanza.

<!-- /wp:paragraph -->

<!-- wp:paragraph -->

Las personas postulantes deberán tener habilidades básicas para el trabajo académico, profesional y el trabajo en equipo. Deberán conocer las reglas de la escritura académica y contar con la habilidad para buscar y analizar información de fuentes diversas.

<!-- /wp:paragraph -->","<!-- wp:paragraph -->

Para inscribirse, las personas interesadas deberán cumplir los siguientes requisitos administrativos:

<!-- /wp:paragraph -->

<!-- wp:list -->
<ul class=""wp-block-list"">
 	<li style=""list-style-type: none"">
<ul class=""wp-block-list""><!-- wp:list-item -->
 	<li>Completar el formulario de preinscripción en línea&nbsp;</li>
</ul>
</li>
</ul>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<ul class=""wp-block-list"">
 	<li style=""list-style-type: none"">
<ul class=""wp-block-list"">
 	<li>Acreditar estudios universitarios y/o terciarios no universitarios de 4 años o más de duración con copia legalizada por las oficinas competentes</li>
</ul>
</li>
</ul>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<ul class=""wp-block-list"">
 	<li style=""list-style-type: none"">
<ul class=""wp-block-list"">
 	<li>Presentar documento de identidad vigente</li>
</ul>
</li>
</ul>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<ul class=""wp-block-list"">
 	<li style=""list-style-type: none"">
<ul class=""wp-block-list"">
 	<li>Currículum Vitae</li>
</ul>
</li>
</ul>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<ul class=""wp-block-list"">
 	<li style=""list-style-type: none"">
<ul class=""wp-block-list"">
 	<li>Carta de motivación que exprese sus expectativas</li>
</ul>
</li>
</ul>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<ul class=""wp-block-list"">
 	<li style=""list-style-type: none"">
<ul class=""wp-block-list"">
 	<li>Dos cartas de referencia sobre su desempeño académico o profesional.</li>
</ul>
</li>
</ul>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<ul class=""wp-block-list"">
 	<li style=""list-style-type: none"">
<ul class=""wp-block-list"">
 	<li>Contar con capacidad para comprender textos en inglés y/o en otra lengua extranjera</li>
</ul>
</li>
</ul>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<ul class=""wp-block-list"">
 	<li style=""list-style-type: none"">
<ul class=""wp-block-list"">
 	<li>Asistir a una entrevista de admisión con la coordinación académica</li>
</ul>
</li>
</ul>
<!-- /wp:list-item -->

<!-- /wp:list -->

<!-- wp:paragraph -->

La admisión al programa estará sujeta a los cupos disponibles en cada cohorte. La Coordinación Académica y el Comité Académico Asesor serán responsables de la confección de un listado de aspirantes en base a una orden de mérito que toma en consideración los antecedentes (académicos y/o profesionales) de la persona aspirante. Una vez realizado este proceso, se darán a conocer los resultados de la selección.

<!-- /wp:paragraph -->","<!-- wp:paragraph -->

Las personas egresadas de la Maestría en Educación, Sociedad y Política contarán al momento de su egreso con:

<!-- /wp:paragraph -->

<!-- wp:list -->
<ol class=""wp-block-list"">
 	<li style=""list-style-type: none"">
<ol class=""wp-block-list""><!-- wp:list-item -->
 	<li>Herramientas de análisis del campo de las políticas públicas para la interpretación de los procesos en el campo de la educación en el contexto de los continuos desafíos sociales y tecnológicos.</li>
</ol>
</li>
</ol>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<ol class=""wp-block-list"">
 	<li style=""list-style-type: none"">
<ol class=""wp-block-list"">
 	<li>Conocimientos teórico-analíticos para estructurar problemas y soluciones en el área de la educación identificando nuevas demandas y oportunidades para la innovación.</li>
</ol>
</li>
</ol>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<ol class=""wp-block-list"">
 	<li style=""list-style-type: none"">
<ol class=""wp-block-list"">
 	<li>Competencias para el desempeño en cargos de responsabilidad y dirección en instituciones educativas de todos los niveles y tipos de gestión.</li>
</ol>
</li>
</ol>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<ol class=""wp-block-list"">
 	<li style=""list-style-type: none"">
<ol class=""wp-block-list"">
 	<li>Formación para el desarrollo de investigaciones y diseños de trayectos formativos en el campo de la educación.</li>
</ol>
</li>
</ol>
<!-- /wp:list-item -->

<!-- /wp:list -->

<!-- wp:paragraph -->

La mención en Gestión en Instituciones Educativas, aportará habilidades para el desarrollo de herramientas de gestión que contribuyan a la transformación de los modelos institucionales en sintonía con las nuevas demandas de enseñanza.

<!-- /wp:paragraph -->

<!-- wp:paragraph -->

Por su parte, la mención en Sistemas de Enseñanza permitirá incrementar los conocimientos que faciliten el análisis de problemas y soluciones en el área de los sistemas de enseñanza y los modelos pedagógicos.

<!-- /wp:paragraph -->","<!-- wp:paragraph -->

Los egresados de la Maestría reciben un título de:

<!-- /wp:paragraph -->

<!-- wp:list -->
<ul class=""wp-block-list"">
 	<li style=""list-style-type: none"">
<ul class=""wp-block-list""><!-- wp:list-item -->
 	<li><b>Magíster en Educación, Sociedad y Política con mención en Sistemas de Enseñanza</b></li>
</ul>
</li>
</ul>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<ul class=""wp-block-list"">
 	<li style=""list-style-type: none"">
<ul class=""wp-block-list"">
 	<li><b>Magíster en Educación, Sociedad y Política con mención en Gestión de la Enseñanza</b></li>
</ul>
</li>
</ul>
<!-- /wp:list-item -->

<!-- /wp:list -->","<!-- wp:paragraph -->

Para egresar de la Maestría en Educación, Sociedad y Política las personas cursantes deben cumplir con los siguientes puntos:

<!-- /wp:paragraph -->

<!-- wp:list -->
<ul class=""wp-block-list"">
 	<li style=""list-style-type: none"">
<ul class=""wp-block-list""><!-- wp:list-item -->
 	<li>Haber acreditado todos los seminarios, talleres y el total de créditos previstos</li>
</ul>
</li>
</ul>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<ul class=""wp-block-list"">
 	<li style=""list-style-type: none"">
<ul class=""wp-block-list"">
 	<li>Presentar una tesis de investigación que será defendida ante un tribunal conformado por tres especialistas en el tema</li>
</ul>
</li>
</ul>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<ul class=""wp-block-list"">
 	<li style=""list-style-type: none"">
<ul class=""wp-block-list"">
 	<li>Las menciones en gestión o sistemas de enseñanza se añadirán de acuerdo a la orientación de los seminarios de especialización elegidos y aprobados</li>
</ul>
</li>
</ul>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<ul class=""wp-block-list"">
 	<li style=""list-style-type: none"">
<ul class=""wp-block-list"">
 	<li>Haber honrado sus compromisos de pago de aranceles por las vías y en los plazos comprometidos</li>
</ul>
</li>
</ul>
<!-- /wp:list-item -->

<!-- /wp:list -->","<p style=""font-family: Roboto, sans-serif;font-size: 16.96px"">FLACSO ofrece financiación flexible, el monto de las cuotas puede variar dependiendo de las promociones que haya aprovechado, o el plan de pagos que se coordine con la Institución. Todos los posgrados pueden abonarse en cuotas, siguiendo un plan mensual de pagos que acompañan la cursada. No obstante, es posible extender los planes de pago en forma flexible, con valores de cuota a su alcance.</p><p style=""font-family: Roboto, sans-serif;font-size: 16.96px"">Quienes cursen desde fuera de Uruguay pueden pagar de forma segura a través de la plataforma de pago de la institución, mientras las personas que cursan en el país, disponen de otras vías para pagar.</p><p style=""margin-bottom: 0px;font-family: Roboto, sans-serif;font-size: 16.96px"">Las becas para cursar en FLACSO Uruguay están sujetas a convenios inter institucionales y son limitadas por cohorte. Para obtener más información sobre las posibles becas disponibles puede comunicarse con la asistente académica.</p>",
