source_key,legacy_id,new_id
cohorte:24160,24160,
cohorte:24161,24161,
cohorte:24162,24162,
cohorte:24163,24163,
cohorte:24164,24164,
cohorte:24165,24165,
cohorte:24166,24166,
cohorte:24167,24167,
cohorte:24168,24168,
cohorte:24169,24169,
cohorte:24170,24170,
cohorte:24171,24171,
cohorte:24172,24172,
cohorte:24173,24173,
cohorte:24174,24174,
cohorte:26595,26595,
