source_key,legacy_id,new_id
oferta:24160,24160,
oferta:24161,24161,
oferta:24162,24162,
oferta:24163,24163,
oferta:24164,24164,
oferta:24165,24165,
oferta:24166,24166,
oferta:24167,24167,
oferta:24168,24168,
oferta:24169,24169,
oferta:24170,24170,
oferta:24171,24171,
oferta:24172,24172,
oferta:24173,24173,
oferta:24174,24174,
oferta:26595,26595,
